企业名称,岗位,专业,数量,薪资,学历,工作性质,其他需求,邮箱
河北利华药业有限公司,药品研发,"【本科】国家生物学理科基地（生物科学）,【本科】国家生命科学与技术人才培养基地（生物技术）,【本科】生物工程,【本科】动物医学,【本科】动物科学",5,4500-5999,本科,全职,,fangqr@hb-lhyy.com
河北利华药业有限公司,外贸注册员,"【本科】英语,【本科】商务英语",3,4500-5999,本科,全职,,fangqr@hb-lhyy.com
广东温氏食品集团股份有限公司,技术服务,"【本科】动物医学,【本科】动物科学",400,4500-5999,本科,全职,,wenszhaopin@163.com
广东温氏食品集团股份有限公司,研发岗位,"【本科】动物医学,【本科】动物科学",15,4500-5999,本科,全职,,wenszhaopin@163.com
广东温氏食品集团股份有限公司,建筑/机械/环保,"【本科】环境工程,【本科】环境生态工程,【本科】机械设计制造及其自动化,【本科】农业机械化及其自动化,【本科】机械电子工程,【本科】自动化",30,4500-5999,本科,全职,,wenszhaopin@163.com
广东温氏食品集团股份有限公司,计算机,【本科】计算机科学与技术,15,4500-5999,本科,全职,,wenszhaopin@163.com
江苏立华牧业股份有限公司,养猪技术员,"【本科】动物医学,【本科】动物科学,【本科】水产养殖学,【本科】水族科学与技术,【本科】生物工程,【本科】国家生命科学与技术人才培养基地（生物技术）,【本科】环境科学,【本科】农业资源与环境,【本科】环境工程",50,6000-7999,本科,全职,,lihua-hr@lihuamuye.com
江苏立华牧业股份有限公司,养禽技术员,"【本科】环境科学,【本科】农业资源与环境,【本科】食品科学与工程,【本科】食品质量与安全,【本科】动物医学,【本科】动物科学,【本科】水产养殖学,【本科】水族科学与技术",50,4500-5999,本科,全职,,lihua-hr@lihuamuye.com
软通动力技术服务有限公司,软件开发工程师,"【本科】应用化学,【本科】信息与计算科学,【本科】机械设计制造及其自动化,【本科】自动化,【本科】机械电子工程,【本科】能源与动力工程,【本科】信息管理与信息系统,【本科】生物信息学,【本科】计算机科学与技术",30,6000-7999,本科,全职,,ttfug@isoftstone.com
软通动力技术服务有限公司,软件测试工程师,"【本科】信息与计算科学,【本科】机械设计制造及其自动化,【本科】自动化,【本科】机械电子工程,【本科】能源与动力工程,【本科】信息管理与信息系统,【本科】计算机科学与技术,【本科】生物信息学",30,6000-7999,本科,全职,,ttfug@isoftstone.com
湖北金拓维信息技术有限公司,GIS开发工程师,"【本科】地理信息科学,【本科】环境科学,【本科】计算机科学与技术",10,6000-7999,本科,全职,,lini@kingtopware.com
湖北金拓维信息技术有限公司,JAVA开发工程师,"【本科】地理信息科学,【本科】环境科学,【本科】计算机科学与技术",10,6000-7999,本科,全职,,lini@kingtopware.com
湖北金拓维信息技术有限公司,前端开发工程师,"【本科】地理信息科学,【本科】计算机科学与技术",10,6000-7999,本科,全职,,lini@kingtopware.com
湖北金拓维信息技术有限公司,GIS数据处理/实施工程师,【本科】地理信息科学,15,4500-5999,本科,全职,,lini@kingtopware.com
湖北金拓维信息技术有限公司,软件测试工程师,"【本科】地理信息科学,【本科】计算机科学与技术",3,4500-5999,本科,全职,,lini@kingtopware.com
凯莱英生命科学技术（天津）有限公司,助理研究员,【本科】应用化学,30,4500-5999,本科,全职,,hr@asymchem.com.cn
凯莱英生命科学技术（天津）有限公司,生产助理工程师,【本科】应用化学,20,4500-5999,本科,全职,,hr@asymchem.com.cn
凯莱英生命科学技术（天津）有限公司,助理分析员,【本科】应用化学,30,4500-5999,本科,全职,,hr@asymchem.com.cn
宜昌东阳光药业股份有限公司,技术员、工艺员,"【本科】国家生物学理科基地（生物科学）,【本科】国家生命科学与技术人才培养基地（生物技术）,【本科】生物工程,【本科】应用化学,【本科】机械设计制造及其自动化,【本科】自动化",60,4500-5999,本科,全职,,hecyxm@163.com
宜昌东阳光药业股份有限公司,研究员,"【本科】国家生物学理科基地（生物科学）,【本科】国家生命科学与技术人才培养基地（生物技术）,【本科】生物工程,【本科】应用化学",15,6000-7999,硕士,全职,,hecyxm@163.com
上海锐芙贸易有限公司,管培生,不限专业,10,3000-4499,本科,全职,,riverkinghr@yqfruit.cn
上海锐芙贸易有限公司,进出口专员,"【本科】国际经济与贸易,【本科】市场营销,【本科】英语,【本科】商务英语",2,3000-4499,本科,全职,,riverkinghr@yqfruit.cn
上海锐芙贸易有限公司,财务助理,"【本科】经济学,【本科】会计学,【本科】工商管理",5,3000-4499,本科,全职,,riverkinghr@yqfruit.cn
广东亿迅科技有限公司,JAVA开发工程师（广州/武汉）,"【本科】计算机科学与技术,【本科】信息与计算科学",50,6000-7999,本科,全职,,v-pengdx.gd@chinatelecom.cn
广东亿迅科技有限公司,测试工程师（武汉）,"【本科】计算机科学与技术,【本科】信息管理与信息系统,【本科】信息与计算科学",5,6000-7999,本科,全职,,v-pengdx.gd@chinatelecom.cn
广东亿迅科技有限公司,C/C++开发工程师 (广州),"【本科】信息管理与信息系统,【本科】计算机科学与技术,【本科】信息与计算科学",5,8000-9999,本科,全职,,v-pengdx.gd@chinatelecom.cn
北京高因科技有限公司,商务拓展,"【本科】农学,【本科】植物保护,【本科】园林,【本科】林学,【本科】设施农业科学与工程,【本科】风景园林",10,8000-9999,本科,全职,,xiaozhao@julive.com
北京高因科技有限公司,园林设计师,"【本科】农业资源与环境,【本科】环境工程,【本科】环境生态工程,【本科】园林,【本科】林学,【本科】设施农业科学与工程,【本科】风景园林",5,8000-9999,本科,全职,,xiaozhao@julive.com
北京高因科技有限公司,人力资源专员,"【本科】经济学,【本科】工商管理,【本科】人力资源管理,【本科】市场营销,【本科】农林经济管理,【本科】社会学,【本科】社会工作,【本科】广告学,【本科】法学,【本科】行政管理,【本科】工程管理",2,6000-7999,本科,全职,,xiaozhao@julive.com
北京高因科技有限公司,新媒体专员,"【本科】视觉传达设计,【本科】广告学",2,8000-9999,本科,全职,,xiaozhao@julive.com
北京高因科技有限公司,管培生,不限专业,20,8000-9999,本科,全职,,xiaozhao@julive.com
北京高因科技有限公司,驻场专员,"【本科】食品科学与工程,【本科】食品质量与安全,【本科】生物工程,【本科】国家生命科学与技术人才培养基地（生物技术）",5,6000-7999,不限,全职,,xiaozhao@julive.com
艾康生物技术（杭州）有限公司,研发技术员,"【本科】动物医学,【本科】动物科学,【本科】食品科学与工程,【本科】食品质量与安全",5,6000-7999,硕士,全职,,ACONHR@aconlab.com.cn
艾康生物技术（杭州）有限公司,机械工程师,"【本科】机械设计制造及其自动化,【本科】机械电子工程,【本科】能源与动力工程,【本科】自动化",2,8000-9999,硕士,全职,,ACONHR@aconlab.com.cn
艾康生物技术（杭州）有限公司,液路工程师,【本科】能源与动力工程,2,8000-9999,硕士,全职,,ACONHR@aconlab.com.cn
谷川联行有限公司,招商管培生,不限专业,10,6000-7999,本科,全职,,xiaozhao@zhaoshang.net
谷川联行有限公司,税务管培生,"【本科】经济学,【本科】会计学,【本科】市场营销,【本科】国际经济与贸易",10,6000-7999,本科,全职,,xiaozhao@zhaoshang.net
谷川联行有限公司,商务经理-校招,不限专业,10,6000-7999,本科,全职,,xiaozhao@zhaoshang.net
谷川联行有限公司,渠道运营管培生,"【本科】计算机科学与技术,【本科】信息管理与信息系统,【本科】商务英语,【本科】英语",10,4500-5999,本科,全职,,xiaozhao@zhaoshang.net
谷川联行有限公司,工业地产管培生,不限专业,10,4500-5999,本科,全职,,xiaozhao@zhaoshang.net
谷川联行有限公司,企业选址管培生,不限专业,10,6000-7999,本科,全职,,xiaozhao@zhaoshang.net
武汉水之国环保科技有限公司,销售管理培训生,"【本科】国家生物学理科基地（生物科学）,【本科】国家生命科学与技术人才培养基地（生物技术）,【本科】生物工程,【本科】环境科学,【本科】环境工程,【本科】环境生态工程",15,3000-4499,本科,全职,,13247133102@163.com
武汉水之国环保科技有限公司,电子商务管理培训生,"【本科】市场营销,【本科】信息管理与信息系统",5,3000-4499,本科,全职,,13247133102@163.com
武汉水之国环保科技有限公司,污水处理项目助理,"【本科】环境生态工程,【本科】环境工程,【本科】生物工程,【本科】国家生命科学与技术人才培养基地（生物技术）,【本科】国家生物学理科基地（生物科学）,【本科】环境科学",15,3000-4499,本科,全职,,13247133102@163.com
武汉水之国环保科技有限公司,污水处理技术支持,"【本科】生物工程,【本科】国家生命科学与技术人才培养基地（生物技术）,【本科】国家生物学理科基地（生物科学）,【本科】环境科学,【本科】环境生态工程,【本科】环境工程",15,3000-4499,本科,全职,,13247133102@163.com
双胞胎（集团）股份有限公司,营销,"【本科】动物医学,【本科】动物科学,【本科】水产养殖学",20,6000-7999,本科,全职,,zhangdj@sbtjt.com
双胞胎（集团）股份有限公司,工厂,"【本科】农业机械化及其自动化,【本科】自动化,【本科】机械设计制造及其自动化",10,6000-7999,本科,全职,,zhangdj@sbtjt.com
双胞胎（集团）股份有限公司,研发,【本科】动物科学,5,8000-9999,硕士,全职,,zhangdj@sbtjt.com
双胞胎（集团）股份有限公司,养殖,"【本科】动物医学,【本科】动物科学",10,6000-7999,本科,全职,,zhangdj@sbtjt.com
智扬信达（武汉）信息技术有限公司,商务智能及数据仓库工程师,"【本科】信息与计算科学,【本科】计算机科学与技术",20,4500-5999,本科,全职,,zhaoql@jointstarc.com
智扬信达（武汉）信息技术有限公司,大数据工程师,"【本科】信息与计算科学,【本科】计算机科学与技术",20,4500-5999,本科,全职,,zhaoql@jointstarc.com
北京渔美康生物技术有限公司,技术员，业务员,"【本科】水产养殖学,【本科】水族科学与技术,【本科】动物医学,【本科】动物科学,【本科】市场营销",5,2000-2999,不限,全职,,1259085401@qq.com
武汉美捷登生物科技有限公司,文稿管理助理,"【本科】国家生物学理科基地（生物科学）,【本科】国家生命科学与技术人才培养基地（生物技术）,【本科】生物工程",6,3000-4499,本科,全职,岗位职责：围绕文章在编辑与作者之间进行协调与沟通，促进论文更快更有效的发表。  职位要求：  1) 本科及本科以上学历，生物医学相关专业； 2) 具有良好的中文写作表达能力，善于与专业人士沟通； 3) 具有良好英文读、写、听、说能力（通过国家英文六级考试者）； 4) 具有生物医学研究背景且有文章(第三作者或以上)在SCI杂志发表者将获优先考虑； 5）工作地点:武汉汉口。,hr@medjaden.com
武汉美捷登生物科技有限公司,学术支持助理,"【本科】国家生物学理科基地（生物科学）,【本科】国家生命科学与技术人才培养基地（生物技术）,【本科】生物工程",4,4500-5999,硕士,全职,岗位职责：负责文稿质量控制等；协助开展学术活动、对外联系活动；支持、配合公司其他部门的工作。 职位要求： 1) 生物医学相关专业，硕士及以上学历； 2) 有良好的学术背景和优秀的协调沟通能力，耐心细致； 3) 优秀的英文沟通能力，包括听、说、读、写； 4) 熟悉SCI刊物对于发表论文的要求、审稿及发表过程； 5) 以第一作者身份发表过SCI论文者优先考虑； 6）工作地点:武汉光谷,hr@medjaden.com
武汉美捷登生物科技有限公司,学术经理,"【本科】国家生物学理科基地（生物科学）,【本科】国家生命科学与技术人才培养基地（生物技术）,【本科】生物工程",2,6000-7999,博士,全职,岗位职责：负责进行文稿质量控制、对论文提出建设性意见等；能独立开展学术活动，进行学术讲座。 职位要求：  1) 生物、医学或药学博士学历；  2）至少以第一作者身份发表3篇SCI论文； 3）熟悉课题基金申报和中英文论文撰写；  4) 能够对外拓展合作，对内开展多部门联合项目；  5) 优秀的英文沟通能力，包括听、说、读、写；  6）	工作地点:武汉光谷,hr@medjaden.com
武汉美捷登生物科技有限公司,地区业务经理,不限专业,5,4500-5999,大专,全职,岗位职责：收集市场信息，配合公司总部调整营销计划;负责辖区内新客户的开发;对重要客户进行拜访，沟通，管理，制定合作方案； 依公司总部提供的市场计划，执行相关推广方案；负责辖区已有客户的维护。 职位要求： 1) 专科及以上学历，医学相关专业背景；  2) 有以上渠道销售工作及实习经验，有丰富客户资源者优先；  3) 有大区市场渠道开拓及管理工作及实习经验，有团队管理工作经验，业绩优秀；  4) 具有独立的分析和解决问题的能力，市场感觉敏锐，有良好的沟通技巧和组织能力；  5) 能承担较大压力； 6) 工作地点：武汉,hr@medjaden.com
武汉美捷登生物科技有限公司,电销专员,"【本科】市场营销,【本科】工商管理,【本科】广告学",4,3000-4499,本科,全职,岗位职责： 1）负责搜集新客户资料并进行沟通，开发新客户； 2）联系公司内部优质客户群体并了解客户需求，寻找销售机会并完成销售业绩； 3）挖掘客户需求，为客户推荐合适的文稿服务方案； 4）定期回访合作客户，维护老客户业务，建立良好的长期合作关系； 5）接听客户来电，解答客户疑问，与意向客户做进一步沟通； 6）定期整理公司客户名单，完成公司规定的各项汇报及市场信息反馈； 职位要求： 1）本科及以上市场营销、医学、药学等相关专业背景，英语四级； 2）1年以上电话销售经验，对销售工作有较高的热情； 3）具有独立的分析和解决问题的能力，市场感觉敏锐，有良好的沟通技巧和组织能力； 4）有良好的服务意识和强烈的进取心，较强的抗压能力； 5）工作地点：武汉光谷,hr@medjaden.com
武汉美捷登生物科技有限公司,IT高级技术人员,【本科】计算机科学与技术,2,3000-4499,本科,全职,"岗位职责：负责公司服务器管理、网站维护和开发、数据统计以及公司在线办公系统的维护与开发管理等。 职位要求： 1）能熟练操作jquery UI 和jquery Easy UI 框架技术； 2）能熟练使用Java语言，了解OFBiz者优先； 3）精通SQL2005 数据库服务器的使用、维护和管理 ,了解数据管理和数据分析的基本工具和知识； 4）掌握丰富的网络管理及HTML知识, 具备服务器维护的基本知识和技能； 5) 工作踏实，责任心强，善沟通协调，具备良好的服务意识和团队协作精神； 6）工作地点:武汉。",hr@medjaden.com
北京贝瑞和康生物技术有限公司,销售工程师,"【本科】生物工程,【本科】动物医学,【本科】农学,【本科】植物科学与技术,【本科】生物信息学",10,6000-7999,本科,全职,,zhaopin@berrygenomics.com
北京贝瑞和康生物技术有限公司,分子生物学实验员,"【本科】生物工程,【本科】植物科学与技术,【本科】农学,【本科】动物科学,【本科】动物医学",10,4500-5999,本科,全职,,zhaopin@berrygenomics.com
北京贝瑞和康生物技术有限公司,项目管理员,"【本科】农学,【本科】生物工程,【本科】植物科学与技术,【本科】植物保护,【本科】种子科学与工程",10,4500-5999,本科,全职,,zhaopin@berrygenomics.com
北京贝瑞和康生物技术有限公司,销售代表,"【本科】生物工程,【本科】农学,【本科】植物科学与技术,【本科】植物保护,【本科】食品科学与工程,【本科】食品质量与安全,【本科】园林",10,6000-7999,本科,全职,,zhaopin@berrygenomics.com
北京贝瑞和康生物技术有限公司,销售助理,不限专业,10,4500-5999,本科,全职,,zhaopin@berrygenomics.com
北京贝瑞和康生物技术有限公司,人力资源实习生,不限专业,2,2000-2999,本科,全职,,zhaopin@berrygenomics.com
明珠电气股份有限公司,技术支持,"【本科】机械电子工程,【本科】机械设计制造及其自动化,【本科】农业机械化及其自动化,【本科】能源与动力工程,【本科】自动化,【本科】市场营销",10,3000-4499,不限,全职,,13824442033@163.com
明珠电气股份有限公司,销售经理,"【本科】机械设计制造及其自动化,【本科】自动化,【本科】机械电子工程,【本科】能源与动力工程,【本科】农业机械化及其自动化",10,3000-4499,不限,全职,,13824442033@163.com
青岛蔚蓝生物集团有限公司,应用研发,"【本科】动物科学,【本科】动物医学",10,6000-7999,硕士,全职,,chujl@vlandgroup.com
青岛蔚蓝生物集团有限公司,技术商人,"【本科】动物医学,【本科】动物科学",10,6000-7999,本科,全职,,chujl@vlandgroup.com
青岛蔚蓝生物集团有限公司,技术服务,"【本科】动物医学,【本科】动物科学",2,15000-19999,博士,全职,猪营养，反刍营养,chujl@vlandgroup.com
青岛蔚蓝生物集团有限公司,动保研发,"【本科】动物医学,【本科】动物科学",6,6000-7999,硕士,全职,预防兽医，兽医,chujl@vlandgroup.com
青岛蔚蓝生物集团有限公司,生物研发,"【本科】生物工程,【本科】生物信息学",12,6000-7999,硕士,全职,生物工程，发酵，微生物，兽医，动科,chujl@vlandgroup.com
青岛蔚蓝生物集团有限公司,疫苗研发技术岗位,"【本科】动物医学,【本科】动物科学",6,6000-7999,硕士,全职,预防兽医，兽医，生物,chujl@vlandgroup.com
青岛蔚蓝生物集团有限公司,越南事业部,"【本科】水产养殖学,【本科】水族科学与技术",10,4500-5999,本科,全职,技术服务，行政类工作,chujl@vlandgroup.com
青岛蔚蓝生物集团有限公司,国际技术服务,"【本科】动物医学,【本科】动物科学",2,6000-7999,硕士,全职,国际技术服务,chujl@vlandgroup.com
青岛蔚蓝生物集团有限公司,小动物技术服务,"【本科】动物医学,【本科】动物科学",6,4500-5999,本科,全职,动物，农业类,chujl@vlandgroup.com
湖北黄冈伊利乳业有限责任公司,生产培训生,"【本科】应用化学,【本科】食品科学与工程,【本科】食品质量与安全,【本科】机械设计制造及其自动化,【本科】自动化,【本科】机械电子工程,【本科】能源与动力工程,【本科】农业机械化及其自动化",20,4500-5999,本科,全职,英语CET-4以上,lywanghan2016@yili.com
湖北黄冈伊利乳业有限责任公司,设备培训生,"【本科】机械设计制造及其自动化,【本科】自动化,【本科】机械电子工程,【本科】能源与动力工程",5,4500-5999,本科,全职,英语CET-4以上,lywanghan2016@yili.com
湖北黄冈伊利乳业有限责任公司,质量培训生,"【本科】应用化学,【本科】食品科学与工程,【本科】食品质量与安全",3,4500-5999,本科,全职,英语CET-4以上,lywanghan2016@yili.com
湖北黄冈伊利乳业有限责任公司,人力资源培训生,"【本科】人力资源管理,【本科】工商管理",2,4500-5999,本科,全职,英语CET-4以上,lywanghan2016@yili.com
南昌市国土资源勘测规划院有限公司,测量工程师,"【本科】土地资源管理,【本科】地理信息科学",10,4500-5999,本科,全职,1、熟练使用全站仪，GPS，RTK等测绘仪器； 2、熟练操作OFFICE、CAD软件，对MAPGIS、ARCGIS等软件有一定了解； 3、有地形测绘、工程测量、房产测绘、大地测量、数字城市、大型工程控制网方面实习经验者优先； 4、具有较强学习能力，良好的沟通能力，吃苦耐劳的精神及较强的团队合作精神，能够适应高强度工作节奏。,690154677@qq.com
南昌市国土资源勘测规划院有限公司,城市规划设计工程师,"【本科】地理信息科学,【本科】土地资源管理",10,4500-5999,本科,全职,1、掌握OFFICE、MapGIS、ArcGIS等专业软件的应用。 2、有土地规划、土地开发整理设计、土地节约集约评价、城市规划等领域实习经验者优先； 3、具有较强学习能力，良好的沟通能力，吃苦耐劳的精神及较强的团队合作精神，能够适应高强度工作节奏。,690154677@qq.com
南昌市国土资源勘测规划院有限公司,GIS数据工程师,"【本科】计算机科学与技术,【本科】地理信息科学",10,4500-5999,本科,全职,1、熟悉ArcGIS、AutoCAD等相关软件； 2、具有国土行业数据生产、数据库建设和数据分析工作实习经验者优先；  3、具有较强学习能力，良好的沟通能力，吃苦耐劳的精神及较强的团队合作精神，能够承担出差及驻场数据处理工作。,690154677@qq.com
南昌市国土资源勘测规划院有限公司,Java开发工程师 ,【本科】计算机科学与技术,5,4500-5999,本科,全职,"1、熟练掌握Java语言、掌握J2SE技术知识； 2、了解使用Spring,springMVC、MyBatis； Struts、Hibernate等J2EE开发框架； 3、熟悉SQL、熟悉oracle、mysql数据库,有GIS开发实习经验优先。",690154677@qq.com
南昌市国土资源勘测规划院有限公司,Web前端工程师 ,【本科】计算机科学与技术,5,4500-5999,本科,全职,1、精通各种前端技术（包括HTML/CSS/JavaScript等），熟悉ES6语法，具备跨终端（Mobile+PC）的前端开发能力，熟悉网络协议（HTTP/SSL），熟悉常见安全问题和对策； 2、熟悉前端工程化与模块化开发，并有实习经验（如gulp/webpack、VueJS/React等）； 3、对前端技术有持续的热情，良好的团队协作能力，提升团队研发效率，实现极致性能，通过创新交互优化产品体验；,690154677@qq.com
武汉巨人大学城教育培训有限责任公司,中小学语文教师,不限专业,20,10000-14999,本科,全职,线下小班教学,yukehr@whjuren.com
武汉巨人大学城教育培训有限责任公司,中小学数学教师,不限专业,20,10000-14999,本科,全职,线下小班教学,yukehr@whjuren.com
武汉巨人大学城教育培训有限责任公司,中小学英语教师,不限专业,20,10000-14999,本科,全职,线下小班教学,yukehr@whjuren.com
武汉巨人大学城教育培训有限责任公司,中学物理教师,不限专业,20,10000-14999,本科,全职,线下小班教学,yukehr@whjuren.com
武汉巨人大学城教育培训有限责任公司,中学化学教师,不限专业,20,10000-14999,本科,全职,线下小班教学,yukehr@whjuren.com
湖北城隆市政园林设计研究有限公司,园林景观设计师,"【本科】风景园林,【本科】园林,【本科】园艺",5,4500-5999,本科,全职,1、园林、园艺、土建等相关专业应届生及有相关设计工作经历者； 2、熟练使用CAD、skechup 软件，了解photoshop软件。,16397601@qq.com
湖北城隆市政园林设计研究有限公司,给排水工程设计师,【本科】环境工程,5,4500-5999,本科,全职,1、给排水专业应届生及有相关设计工作经历者； 2、熟练使用CAD（鸿业）绘图软件。,16397601@qq.com
湖北城隆市政园林设计研究有限公司,市场营销副经理,【本科】市场营销,1,6000-7999,本科,全职,1、市场营销、土建、园林等相关专业优先； 2、良好的沟通协调能力及亲和力； 3、工作积极主动、有激情； 4、有市政建筑工程相关岗位工作经验者优先。,16397601@qq.com
湖北城隆市政园林设计研究有限公司,董事长助理,【本科】经济学,1,4500-5999,本科,全职,1、经济学专业应届毕业生；2、沟通协调能力强；3、良好的文字撰写能力及语言表达能力。,16397601@qq.com
湖北城隆市政园林设计研究有限公司,工程管理,【本科】工程管理,10,3000-4499,本科,全职,1、工民建、工程管理、土木工程、园林等相关专业应届毕业生； 2、适应外地派遣工作。,16397601@qq.com
北京尚德在线教育科技有限公司,集团管培生,"【本科】信息与计算科学,【本科】自动化,【本科】机械设计制造及其自动化,【本科】机械电子工程,【本科】能源与动力工程,【本科】农业机械化及其自动化,【本科】广告学,【本科】社会学,【本科】社会工作,【本科】视觉传达设计,【本科】法学,【本科】市场营销,【本科】人力资源管理,【本科】会计学,【本科】经济学,【本科】工商管理,【本科】国际经济与贸易,【本科】农林经济管理,【本科】工程管理,【本科】信息管理与信息系统",20,8000-9999,本科,全职,,luowenchao@sunlands.com
北京尚德在线教育科技有限公司,人力资源管培生,"【本科】人力资源管理,【本科】工商管理,【本科】国际经济与贸易,【本科】市场营销,【本科】英语,【本科】社会学,【本科】社会工作,【本科】商务英语,【本科】行政管理,【本科】工程管理",10,8000-9999,本科,全职,,luowenchao@sunlands.com
北京尚德在线教育科技有限公司,新媒体运营,"【本科】广告学,【本科】视觉传达设计",3,4500-5999,本科,全职,,luowenchao@sunlands.com
北京尚德在线教育科技有限公司,讲师管培生,"【本科】会计学,【本科】工商管理,【本科】国际经济与贸易,【本科】社会学,【本科】广告学,【本科】法学,【本科】社会工作,【本科】英语,【本科】商务英语,【本科】应用化学,【本科】农学",10,8000-9999,本科,全职,,luowenchao@sunlands.com
齐鲁动物保健品有限公司,销售,"【本科】动物医学,【本科】动物科学,【本科】生物工程",20,4500-5999,本科,全职,有养殖场实习经历,qiludongbao@126.com
齐鲁动物保健品有限公司,仓储管理,"【本科】会计学,【本科】应用化学",2,4500-5999,本科,全职,,qiludongbao@126.com
齐鲁动物保健品有限公司,设备技改管理,"【本科】机械设计制造及其自动化,【本科】自动化,【本科】机械电子工程",2,4500-5999,本科,全职,,qiludongbao@126.com
齐鲁动物保健品有限公司,动力设备基础管理,"【本科】机械设计制造及其自动化,【本科】自动化,【本科】机械电子工程",4,4500-5999,本科,全职,,qiludongbao@126.com
齐鲁动物保健品有限公司,质量管理,【本科】应用化学,4,4500-5999,本科,全职,,qiludongbao@126.com
招商银行股份有限公司信用卡中心,征信岗,不限专业,5,6000-7999,本科,全职,,
招商银行股份有限公司信用卡中心,客户助理,不限专业,40,4500-5999,大专,全职,,
招商银行股份有限公司信用卡中心,征信助理,不限专业,20,4500-5999,大专,全职,,
招商银行股份有限公司信用卡中心,客户服务经营岗,不限专业,20,6000-7999,本科,全职,,
招商银行股份有限公司信用卡中心,智能服务经营助理,不限专业,40,4500-5999,大专,全职,,
招商银行股份有限公司信用卡中心,资产清收岗（贷后管理方向）,不限专业,2,6000-7999,本科,全职,,
四川特驱投资集团有限公司,产品经理,"【本科】动物医学,【本科】动物科学",4,6000-7999,硕士,全职,,tequjituan@sctequ.com
四川特驱投资集团有限公司,兽医,"【本科】动物医学,【本科】动物科学",5,6000-7999,硕士,全职,,tequjituan@sctequ.com
四川特驱投资集团有限公司,研发岗,"【本科】动物医学,【本科】动物科学",5,6000-7999,硕士,全职,,tequjituan@sctequ.com
四川特驱投资集团有限公司,养殖技术员,"【本科】动物医学,【本科】动物科学",20,4500-5999,本科,全职,,tequjituan@sctequ.com
四川特驱投资集团有限公司,技术营销,"【本科】动物医学,【本科】动物科学",10,6000-7999,本科,全职,,tequjituan@sctequ.com
武汉市园林建筑规划设计院,景观设计,【本科】风景园林,6,6000-7999,本科,全职,,100806268@qq.com
武汉市园林建筑规划设计院,景观设计,【本科】园林,4,8000-9999,本科,全职,,100806268@qq.com
江苏恒瑞医药股份有限公司,医药信息沟通专员,"【本科】食品科学与工程,【本科】食品质量与安全,【本科】国家生物学理科基地（生物科学）,【本科】生物工程,【本科】国家生命科学与技术人才培养基地（生物技术）,【本科】市场营销",15,6000-7999,本科,全职,,550851645@qq.com
江苏恒瑞医药股份有限公司,市场管培生,"【本科】国家生物学理科基地（生物科学）,【本科】国家生命科学与技术人才培养基地（生物技术）,【本科】生物工程,【本科】食品科学与工程,【本科】食品质量与安全",5,6000-7999,本科,全职,,550851645@qq.com
江苏恒瑞医药股份有限公司,商务代表,"【本科】工商管理,【本科】经济学",2,4500-5999,本科,全职,,550851645@qq.com
江苏恒瑞医药股份有限公司,人资专员,【本科】人力资源管理,2,4500-5999,本科,全职,,550851645@qq.com
江苏恒瑞医药股份有限公司,销售会计,【本科】会计学,2,4500-5999,本科,全职,,550851645@qq.com
桂林力源粮油食品集团有限公司,饲料研发,【本科】动物科学,10,8000-9999,硕士,全职,1、硕士、博士学历。2、饲料与动物营养等相关专业。3、待遇面议,hrliyuan@vip.qq.com
桂林力源粮油食品集团有限公司,养殖管理,"【本科】动物科学,【本科】动物医学,【本科】水产养殖学",8,4500-5999,本科,全职,1、本科及以上。2、待遇面议,hrliyuan@vip.qq.com
桂林力源粮油食品集团有限公司,兽医岗,"【本科】动物医学,【本科】动物科学",8,4500-5999,本科,全职,1、硕士优先。2、临床兽医、预防兽医等专业。3、待遇面议,hrliyuan@vip.qq.com
桂林力源粮油食品集团有限公司,饲料技术服务,"【本科】动物医学,【本科】动物科学,【本科】水族科学与技术,【本科】水产养殖学",10,4500-5999,不限,全职,1、畜牧或动医动科等相关专业。2、愿意从事本行业,hrliyuan@vip.qq.com
桂林力源粮油食品集团有限公司,采购仓储岗,"【本科】国际经济与贸易,【本科】市场营销",5,3000-4499,本科,全职,1、研究生待遇面议,hrliyuan@vip.qq.com
桂林力源粮油食品集团有限公司,财务管理岗,【本科】会计学,5,3000-4499,本科,全职,1、研究生待遇面议,hrliyuan@vip.qq.com
桂林力源粮油食品集团有限公司,生产岗位,"【本科】机械设计制造及其自动化,【本科】自动化,【本科】农业机械化及其自动化",10,4500-5999,本科,全职,1、研究生待遇面议,hrliyuan@vip.qq.com
武汉华农大城乡规划设计院有限公司,设计助理,"【本科】农学,【本科】农业资源与环境,【本科】园林,【本科】风景园林,【本科】园艺,【本科】土地资源管理",3,4500-5999,不限,全职,,hzausiy@126.com
湖北地宜土地房地产评估咨询有限公司,土地利用类技术岗,"【本科】地理信息科学,【本科】土地资源管理",3,4500-5999,本科,全职,,dybdc@163.com
湖北地宜土地房地产评估咨询有限公司,土地整治规划设计岗,"【本科】地理信息科学,【本科】土地资源管理",3,4500-5999,本科,全职,,dybdc@163.com
湖北地宜土地房地产评估咨询有限公司,土地/房地产评估岗,"【本科】国际经济与贸易,【本科】经济学,【本科】会计学,【本科】工商管理",4,4500-5999,不限,全职,,dybdc@163.com
